gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size
x700 le,2021.046875,480.0,11.2,1250.0,50.0,120.0,110.0,156.0
x700 pro,2021.001953125,480.0,13.76,1250.0,33.0,120.0,110.0,156.0
x700 pro agp,2020.95703125,480.0,15.1,1250.0,33.0,120.0,110.0,156.0
x700 xt,2020.912109375,480.0,16.8,1250.0,38.0,120.0,110.0,156.0
x800,2020.8671875,480.0,22.4,1250.0,30.0,160.0,110.0,240.0
x800 pro,2020.822265625,480.0,28.8,1250.0,48.0,160.0,130.0,289.0
x800 pro agp,2020.77734375,480.0,28.8,1250.0,48.0,160.0,130.0,281.0
x800 se,2020.732421875,480.0,22.4,1250.0,50.0,160.0,130.0,289.0
x800 se agp,2020.6875,480.0,25.6,1250.0,50.0,160.0,130.0,281.0
x800 ve agp,2020.642578125,480.0,25.47,1250.0,50.0,160.0,130.0,281.0
x800 xl,2020.59765625,480.0,31.36,1250.0,49.0,160.0,110.0,240.0
x800 xl agp,2020.552734375,480.0,32.0,1250.0,49.0,160.0,110.0,240.0
x800 xt,2020.5078125,480.0,32.0,1250.0,54.0,160.0,130.0,289.0
x800 xt agp,2020.462890625,480.0,32.0,1250.0,54.0,160.0,130.0,281.0
x800 xt mac edition,2020.41796875,480.0,32.0,1250.0,54.0,160.0,130.0,289.0
x800 xt platinum,2020.373046875,480.0,35.84,1250.0,63.0,160.0,130.0,289.0
x800 xt platinum agp,2020.328125,480.0,35.84,1250.0,63.0,160.0,130.0,281.0
x850 pro,2020.283203125,480.0,33.28,1250.0,50.0,160.0,130.0,297.0
x850 xt,2020.23828125,480.0,34.56,1250.0,69.0,160.0,130.0,297.0
x850 xt platinum,2020.193359375,480.0,37.76,1250.0,67.0,160.0,130.0,297.0
xpress 200 igp,2020.1484375,480.0,40.0,1250.0,50.0,29.0,130.0,73.0
xpress 200 igp,2020.103515625,480.0,40.0,1250.0,50.0,107.0,110.0,74.0
all in wonder 2006 agp edition,2020.05859375,480.0,6.272,1250.0,50.0,60.0,130.0,76.0
all in wonder 2006 pcie edition,2020.013671875,480.0,12.8,1250.0,50.0,107.0,90.0,100.0
all in wonder x1800 xl,2019.96875,480.0,32.0,1250.0,75.0,312.0,90.0,288.0
all in wonder x600 pro,2019.923828125,480.0,9.6,1250.0,50.0,107.0,110.0,74.0
all in wonder x800 se,2019.87890625,480.0,25.6,1250.0,50.0,160.0,130.0,281.0
all in wonder x800 ve,2019.833984375,480.0,25.6,1250.0,50.0,160.0,130.0,281.0
all in wonder x800 xl,2019.7890625,480.0,31.36,1250.0,50.0,160.0,110.0,240.0
firegl v3300,2019.744140625,480.0,6.4,1250.0,50.0,107.0,90.0,100.0
firegl v3350,2019.69921875,480.0,6.4,1250.0,50.0,107.0,90.0,100.0
firegl v3400,2019.654296875,480.0,16.0,1250.0,50.0,157.0,90.0,150.0
firegl v5200,2019.609375,480.0,22.4,1250.0,35.0,157.0,90.0,150.0
firegl v7200,2019.564453125,480.0,41.6,1250.0,50.0,312.0,90.0,288.0
firegl v7300,2019.51953125,480.0,41.47,1250.0,97.0,312.0,90.0,288.0
firegl v7350,2019.474609375,480.0,41.6,1250.0,111.0,312.0,90.0,288.0
mobility firegl v5000,2019.4296875,480.0,13.6,1250.0,50.0,120.0,110.0,156.0
mobility x300,2019.384765625,480.0,4.0,1250.0,50.0,107.0,110.0,74.0
mobility x300 igp,2019.33984375,480.0,40.0,1250.0,50.0,107.0,110.0,74.0
mobility x700,2019.294921875,480.0,9.6,1250.0,50.0,120.0,110.0,156.0
mobility x700 xl,2019.25,480.0,10.56,1250.0,50.0,120.0,110.0,156.0
mobility x800 xt,2019.205078125,480.0,35.2,1250.0,50.0,160.0,130.0,289.0
9550 xt,2019.16015625,480.0,10.4,1250.0,50.0,60.0,130.0,76.0
x1300,2019.115234375,480.0,8.0,1250.0,50.0,105.0,90.0,100.0
x1300,2019.0703125,480.0,8.0,1250.0,50.0,107.0,90.0,100.0
x1300 agp,2019.025390625,480.0,8.0,1250.0,50.0,107.0,90.0,100.0
x1300 le,2018.98046875,480.0,4.0,1250.0,50.0,107.0,90.0,100.0
x1300 pci,2018.935546875,480.0,8.0,1250.0,50.0,107.0,90.0,100.0
x1300 pci,2018.890625,480.0,4.0,1250.0,50.0,105.0,90.0,100.0
x1300 pro,2018.845703125,480.0,6.4,1250.0,31.0,107.0,90.0,100.0
x1300 pro agp,2018.80078125,480.0,12.8,1250.0,31.0,107.0,90.0,100.0
x1600 pro,2018.755859375,480.0,12.48,1250.0,41.0,157.0,90.0,150.0
x1600 xt,2018.7109375,480.0,22.08,1250.0,42.0,157.0,90.0,150.0
x1800 crossfire edition,2018.666015625,480.0,44.8,1250.0,113.0,312.0,90.0,288.0
x1800 xl,2018.62109375,480.0,32.0,1250.0,70.0,312.0,90.0,288.0
x1800 xt,2018.576171875,480.0,44.8,1250.0,113.0,312.0,90.0,288.0
x550,2018.53125,480.0,8.0,1250.0,50.0,107.0,110.0,74.0
x550 hypermemory,2018.486328125,480.0,8.0,1250.0,50.0,107.0,110.0,74.0
x700 se,2018.44140625,480.0,4.0,1250.0,50.0,120.0,110.0,156.0
x740 xl,2018.396484375,480.0,14.4,1250.0,50.0,120.0,110.0,156.0
x800 crossfire edition,2018.3515625,480.0,32.0,1250.0,50.0,160.0,110.0,240.0
x800 gt,2018.306640625,480.0,22.4,1250.0,40.0,160.0,130.0,297.0
x800 gt,2018.26171875,480.0,31.55,1250.0,40.0,160.0,110.0,240.0
x800 gt agp,2018.216796875,480.0,31.55,1250.0,40.0,160.0,130.0,297.0
x800 gto,2018.171875,480.0,25.6,1250.0,49.0,160.0,130.0,297.0
x800 gto agp,2018.126953125,480.0,31.36,1250.0,49.0,160.0,130.0,297.0
x800 gto agp,2018.08203125,480.0,31.36,1250.0,49.0,160.0,110.0,240.0
x800 gto2,2018.037109375,480.0,31.36,1250.0,50.0,160.0,130.0,297.0
x850 pro agp,2017.9921875,480.0,32.0,1250.0,50.0,160.0,130.0,297.0
x850 xt agp,2017.947265625,480.0,34.56,1250.0,69.0,160.0,130.0,297.0
x850 xt platinum agp,2017.90234375,480.0,37.76,1250.0,67.0,160.0,130.0,297.0
xpress 200m igp,2017.857421875,480.0,40.0,1250.0,50.0,29.0,130.0,73.0
xpress 1100 mobile igp,2017.8125,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
xpress 1100 mobile igp,2017.767578125,480.0,40.0,1250.0,50.0,29.0,130.0,73.0
xpress 200m igp,2017.72265625,480.0,40.0,1250.0,50.0,29.0,130.0,73.0
xpress 200m igp,2017.677734375,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
xpress 200m igp,2017.6328125,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
xpress 200m igp,2017.587890625,480.0,40.0,1250.0,50.0,107.0,110.0,74.0
xbox 360 gpu 90nm,2017.54296875,240.0,22.4,1250.0,203.0,232.0,90.0,181.0
all in wonder x1900,2017.498046875,480.0,30.53,1250.0,50.0,384.0,90.0,352.0
firemv 2200,2017.453125,480.0,3.136,1250.0,15.0,107.0,110.0,74.0
firemv 2200 pci,2017.408203125,480.0,3.2,1250.0,15.0,36.0,150.0,98.0
mobility firegl v5200,2017.36328125,480.0,15.2,1250.0,50.0,157.0,90.0,150.0
mobility x1300,2017.318359375,480.0,4.8,1250.0,50.0,107.0,90.0,100.0
mobility x1350,2017.2734375,480.0,6.272,1250.0,50.0,105.0,90.0,100.0
mobility x1350,2017.228515625,480.0,5.184,1250.0,50.0,105.0,90.0,100.0
mobility x1400,2017.18359375,480.0,8.0,1250.0,50.0,107.0,90.0,100.0
mobility x1450,2017.138671875,480.0,14.4,1250.0,50.0,105.0,90.0,100.0
mobility x1600,2017.09375,480.0,15.04,1250.0,50.0,157.0,90.0,150.0
mobility x1700,2017.048828125,480.0,12.8,1250.0,50.0,157.0,90.0,150.0
mobility x1800,2017.00390625,480.0,32.26,1250.0,50.0,312.0,90.0,288.0
mobility x1800 xt,2016.958984375,480.0,43.2,1250.0,50.0,312.0,90.0,288.0
x1050,2016.9140625,480.0,5.328,1250.0,24.0,107.0,110.0,74.0
x1050 agp,2016.869140625,480.0,6.4,1250.0,24.0,60.0,130.0,76.0
x1300 ce,2016.82421875,480.0,6.4,1250.0,27.0,107.0,90.0,100.0
x1300 pro,2016.779296875,480.0,12.8,1250.0,31.0,105.0,90.0,100.0
x1300 xt,2016.734375,480.0,12.8,1250.0,22.0,157.0,90.0,150.0
x1300 xt agp,2016.689453125,480.0,12.8,1250.0,22.0,157.0,90.0,150.0
x1650 pro,2016.64453125,480.0,22.4,1250.0,44.0,157.0,80.0,131.0
x1650 pro agp,2016.599609375,480.0,22.4,1250.0,44.0,157.0,80.0,131.0
x1650 xt,2016.5546875,480.0,22.4,1250.0,55.0,312.0,80.0,230.0
x1650 xt agp,2016.509765625,480.0,21.76,1250.0,55.0,312.0,80.0,230.0
x1650 xt dual,2016.46484375,480.0,22.4,1250.0,50.0,312.0,80.0,230.0
x1800 gto,2016.419921875,480.0,31.68,1250.0,48.0,312.0,90.0,288.0
x1800 gto2,2016.375,480.0,32.0,1250.0,50.0,312.0,90.0,288.0
x1900 crossfire edition,2016.330078125,480.0,46.4,1250.0,100.0,384.0,90.0,352.0
x1900 g5 mac edition,2016.28515625,480.0,38.4,1250.0,75.0,384.0,90.0,352.0
x1900 gt,2016.240234375,480.0,38.4,1250.0,75.0,384.0,90.0,352.0
x1900 xt,2016.1953125,480.0,46.4,1250.0,100.0,384.0,90.0,352.0
x1900 xtx,2016.150390625,480.0,49.6,1250.0,135.0,384.0,90.0,352.0
x1950 crossfire edition,2016.10546875,480.0,64.0,1250.0,50.0,384.0,90.0,352.0
x1950 pro,2016.060546875,480.0,44.16,1250.0,66.0,312.0,80.0,230.0
x1950 pro agp,2016.015625,480.0,44.16,1250.0,66.0,312.0,80.0,230.0
x1950 xt,2015.970703125,480.0,57.6,1250.0,96.0,384.0,90.0,352.0
x1950 xt agp,2015.92578125,480.0,44.99,1250.0,96.0,384.0,90.0,352.0
x1950 xtx,2015.880859375,480.0,64.0,1250.0,125.0,384.0,90.0,352.0
x300 se hypermemory,2015.8359375,480.0,4.8,1250.0,30.0,107.0,110.0,74.0
x850 crossfire edition,2015.791015625,480.0,34.56,1250.0,69.0,160.0,130.0,297.0
xpress 1100 mobile igp,2015.74609375,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
xpress 1150 mobile igp,2015.701171875,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
wii gpu,2015.65625,480.0,3.888,1250.0,45.0,107.0,90.0,95.0
es1000,2015.611328125,480.0,40.0,1250.0,50.0,8.0,180.0,80.0
firegl v3600,2015.56640625,120.0,16.0,1250.0,73.0,390.0,65.0,153.0
firegl v5600,2015.521484375,120.0,35.2,1250.0,89.0,390.0,65.0,153.0
firegl v7600,2015.4765625,320.0,51.2,1250.0,127.0,720.0,80.0,420.0
firegl v7700,2015.431640625,320.0,72.06,1250.0,50.0,666.0,55.0,192.0
firegl v8600,2015.38671875,320.0,111.1,1250.0,159.0,720.0,80.0,420.0
firegl v8650,2015.341796875,320.0,111.1,1250.0,50.0,720.0,80.0,420.0
firemv 2250,2015.296875,480.0,12.8,1250.0,32.0,105.0,90.0,100.0
firemv 2250 pcie x1,2015.251953125,480.0,12.8,1250.0,32.0,105.0,90.0,100.0
mobility firegl v5250,2015.20703125,480.0,11.2,1250.0,50.0,157.0,90.0,150.0
mobility firegl v5600,2015.162109375,120.0,12.8,1250.0,50.0,390.0,65.0,153.0
mobility hd 2300,2015.1171875,480.0,12.8,1250.0,50.0,107.0,80.0,100.0
mobility hd 2400,2015.072265625,40.0,6.4,1250.0,50.0,180.0,65.0,85.0
mobility hd 2400 xt,2015.02734375,40.0,6.4,1250.0,50.0,180.0,65.0,85.0
mobility hd 2400 xt mac edition,2014.982421875,40.0,12.8,1250.0,50.0,180.0,65.0,85.0
mobility hd 2600,2014.9375,120.0,12.8,1250.0,50.0,390.0,65.0,153.0
mobility hd 2600 xt,2014.892578125,120.0,24.0,1250.0,50.0,390.0,65.0,153.0
mobility hd 2600 xt mac edition,2014.84765625,120.0,21.92,1250.0,50.0,390.0,65.0,153.0
mobility hd 2700,2014.802734375,120.0,22.4,1250.0,35.0,390.0,65.0,153.0
mobility x1600 mac edition,2014.7578125,480.0,12.67,1250.0,50.0,157.0,90.0,150.0
mobility x1900,2014.712890625,480.0,30.08,1250.0,50.0,312.0,80.0,230.0
mobility x2300,2014.66796875,480.0,6.272,1250.0,50.0,105.0,90.0,100.0
mobility x2300,2014.623046875,480.0,7.136,1250.0,50.0,105.0,90.0,100.0
mobility x2300 hd,2014.578125,480.0,3.024,1250.0,50.0,107.0,80.0,100.0
mobility x2500,2014.533203125,480.0,12.8,1250.0,50.0,157.0,90.0,150.0
e2400,2014.48828125,40.0,11.2,1250.0,25.0,180.0,65.0,85.0
hd 2350 pro,2014.443359375,40.0,6.4,1250.0,20.0,180.0,65.0,85.0
hd 2400 pro,2014.3984375,40.0,6.4,1250.0,20.0,180.0,65.0,85.0
hd 2400 pro agp,2014.353515625,40.0,6.4,1250.0,20.0,180.0,65.0,85.0
hd 2400 pro pci,2014.30859375,40.0,6.4,1250.0,20.0,180.0,65.0,85.0
hd 2400 xt,2014.263671875,40.0,8.0,1250.0,25.0,180.0,65.0,85.0
hd 2600 pro,2014.21875,120.0,16.0,1250.0,35.0,390.0,65.0,153.0
hd 2600 pro agp,2014.173828125,120.0,12.67,1250.0,35.0,390.0,65.0,153.0
hd 2600 xt,2014.12890625,120.0,22.4,1250.0,45.0,390.0,65.0,153.0
hd 2600 xt,2014.083984375,120.0,35.2,1250.0,50.0,390.0,65.0,153.0
hd 2600 xt agp,2014.0390625,120.0,25.6,1250.0,45.0,390.0,65.0,153.0
hd 2600 xt agp,2013.994140625,120.0,12.96,1250.0,45.0,378.0,55.0,135.0
hd 2600 xt x2,2013.94921875,120.0,25.6,1250.0,50.0,390.0,65.0,153.0
hd 2900 gt,2013.904296875,240.0,51.2,1250.0,150.0,720.0,80.0,420.0
hd 2900 pro,2013.859375,320.0,51.2,1250.0,200.0,720.0,80.0,420.0
hd 2900 xt,2013.814453125,320.0,106.0,1250.0,215.0,720.0,80.0,420.0
hd 3450,2013.76953125,40.0,8.0,1250.0,25.0,181.0,55.0,67.0
hd 3450 x2,2013.724609375,40.0,8.0,1250.0,50.0,181.0,55.0,67.0
hd 3850,2013.6796875,320.0,53.12,1250.0,75.0,666.0,55.0,192.0
hd 3870,2013.634765625,320.0,72.06,1250.0,106.0,666.0,55.0,192.0
x1050 agp,2013.58984375,480.0,6.496,1250.0,24.0,60.0,130.0,76.0
x1550,2013.544921875,480.0,12.8,1250.0,27.0,107.0,90.0,100.0
x1550,2013.5,480.0,12.8,1250.0,27.0,105.0,90.0,100.0
x1550,2013.455078125,480.0,5.328,1250.0,27.0,107.0,90.0,100.0
x1550 agp,2013.41015625,480.0,5.28,1250.0,27.0,107.0,90.0,100.0
x1550 pci,2013.365234375,480.0,4.256,1250.0,27.0,105.0,90.0,100.0
x1600,2013.3203125,480.0,12.8,1250.0,27.0,105.0,90.0,100.0
x1600 pro agp,2013.275390625,480.0,12.48,1250.0,41.0,157.0,90.0,150.0
x1600 se,2013.23046875,480.0,8.0,1250.0,27.0,107.0,90.0,100.0
x1650,2013.185546875,480.0,12.8,1250.0,50.0,157.0,90.0,150.0
x1650,2013.140625,480.0,6.4,1250.0,50.0,105.0,90.0,100.0
x1650 agp,2013.095703125,480.0,12.8,1250.0,50.0,157.0,90.0,150.0
x1650 gt,2013.05078125,480.0,12.8,1250.0,50.0,312.0,80.0,230.0
x1650 gto,2013.005859375,480.0,12.54,1250.0,50.0,157.0,90.0,150.0
x1650 pro,2012.9609375,480.0,22.4,1250.0,50.0,157.0,90.0,150.0
x1650 se,2012.916015625,480.0,12.8,1250.0,27.0,107.0,90.0,100.0
x1650 se,2012.87109375,480.0,12.8,1250.0,27.0,105.0,90.0,100.0
x1700 fsc,2012.826171875,480.0,22.24,1250.0,44.0,157.0,80.0,131.0
x1700 se,2012.78125,480.0,16.0,1250.0,50.0,312.0,80.0,230.0
x1950 gt,2012.736328125,480.0,38.4,1250.0,57.0,312.0,80.0,230.0
x1950 gt agp,2012.69140625,480.0,38.4,1250.0,57.0,312.0,80.0,230.0
x1950 pro dual,2012.646484375,480.0,44.16,1250.0,130.0,312.0,80.0,230.0
x1950 xtx uber edition,2012.6015625,480.0,67.2,1250.0,125.0,384.0,90.0,352.0
x550 xt,2012.556640625,480.0,9.6,1250.0,50.0,120.0,110.0,156.0
x550 xtx,2012.51171875,480.0,4.8,1250.0,50.0,120.0,110.0,156.0
x800 gt agp,2012.466796875,480.0,31.55,1250.0,40.0,160.0,130.0,281.0
x800 gto,2012.421875,480.0,22.4,1250.0,49.0,160.0,130.0,289.0
x800 gto agp,2012.376953125,480.0,31.36,1250.0,49.0,160.0,130.0,281.0
xpress 1100 igp,2012.33203125,480.0,40.0,1250.0,50.0,29.0,130.0,73.0
xpress 1150 igp,2012.287109375,480.0,40.0,1250.0,50.0,29.0,110.0,73.0
xpress 1200 igp,2012.2421875,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1200 igp,2012.197265625,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1200 mobile igp,2012.15234375,480.0,40.0,1250.0,50.0,120.0,90.0,73.0
xpress 1200 mobile igp,2012.107421875,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1250 igp,2012.0625,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1250 mobile igp,2012.017578125,480.0,40.0,1250.0,50.0,120.0,90.0,73.0
xpress 1250 mobile igp,2011.97265625,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1270 mobile igp,2011.927734375,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xpress 1270 mobile igp,2011.8828125,480.0,40.0,1250.0,50.0,120.0,80.0,73.0
xbox 360 gpu 80nm,2011.837890625,240.0,22.4,1250.0,175.0,232.0,80.0,156.0
all in wonder hd 3650,2011.79296875,120.0,19.2,1250.0,55.0,378.0,55.0,135.0
firemv 2260,2011.748046875,40.0,8.0,1250.0,15.0,181.0,55.0,67.0
firemv 2260 pcie x1,2011.703125,40.0,8.0,1250.0,15.0,181.0,55.0,67.0
firemv 2400 pci,2011.658203125,480.0,16.0,1250.0,20.0,75.0,130.0,92.0
firemv 2400 pcie x1,2011.61328125,480.0,6.496,1250.0,20.0,75.0,130.0,92.0
firepro 2260 pci,2011.568359375,40.0,8.0,1250.0,15.0,181.0,55.0,67.0
firepro v3700,2011.5234375,40.0,15.2,1250.0,32.0,181.0,55.0,67.0
firepro v3750,2011.478515625,320.0,22.4,1250.0,48.0,514.0,55.0,146.0
firepro v5700,2011.43359375,320.0,28.8,1250.0,56.0,514.0,55.0,146.0
firepro v8700,2011.388671875,800.0,108.8,1250.0,151.0,956.0,55.0,256.0
firepro v8750,2011.34375,800.0,115.2,1250.0,151.0,956.0,55.0,256.0
mobility firegl v5700,2011.298828125,120.0,22.4,1250.0,50.0,378.0,55.0,135.0
mobility hd 3410,2011.25390625,40.0,6.4,1250.0,7.0,181.0,55.0,67.0
mobility hd 3430,2011.208984375,40.0,6.4,1250.0,12.0,181.0,55.0,67.0
mobility hd 3450,2011.1640625,40.0,6.4,1250.0,50.0,181.0,55.0,67.0
mobility hd 3470,2011.119140625,40.0,6.4,1250.0,50.0,181.0,55.0,67.0
mobility hd 3650,2011.07421875,120.0,22.4,1250.0,50.0,378.0,55.0,135.0
mobility hd 3670,2011.029296875,120.0,25.6,1250.0,30.0,378.0,55.0,135.0
mobility hd 3850,2010.984375,320.0,48.0,1250.0,35.0,666.0,55.0,192.0
mobility hd 3850 x2,2010.939453125,320.0,48.0,1250.0,70.0,666.0,55.0,192.0
mobility hd 3870,2010.89453125,320.0,54.4,1250.0,55.0,666.0,55.0,192.0
mobility hd 3870 x2,2010.849609375,320.0,54.4,1250.0,110.0,666.0,55.0,192.0
2100 igp,2010.8046875,480.0,40.0,1250.0,50.0,120.0,55.0,73.0
3100 igp,2010.759765625,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
3100 mobile igp,2010.71484375,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
hd 2400,2010.669921875,40.0,7.92,1250.0,20.0,180.0,65.0,85.0
hd 2600 xt mac edition,2010.625,120.0,25.6,1250.0,45.0,390.0,65.0,153.0
hd 3200 igp,2010.580078125,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
hd 3300 igp,2010.53515625,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
hd 3450 agp,2010.490234375,40.0,8.0,1250.0,25.0,181.0,55.0,67.0
hd 3450 pci,2010.4453125,40.0,6.4,1250.0,25.0,181.0,55.0,67.0
hd 3470,2010.400390625,40.0,15.2,1250.0,30.0,181.0,55.0,67.0
hd 3550,2010.35546875,40.0,6.336,1250.0,30.0,181.0,55.0,67.0
hd 3650,2010.310546875,120.0,25.6,1250.0,65.0,378.0,55.0,135.0
hd 3650 agp,2010.265625,120.0,16.0,1250.0,65.0,378.0,55.0,135.0
hd 3690,2010.220703125,320.0,26.56,1250.0,75.0,666.0,55.0,192.0
hd 3730,2010.17578125,120.0,12.67,1250.0,65.0,378.0,55.0,135.0
hd 3750,2010.130859375,120.0,22.18,1250.0,65.0,378.0,55.0,135.0
hd 3830,2010.0859375,320.0,26.5,1250.0,75.0,666.0,55.0,192.0
hd 3850 agp,2010.041015625,320.0,52.99,1250.0,75.0,666.0,55.0,192.0
hd 3850 x2,2009.99609375,320.0,52.99,1250.0,140.0,666.0,55.0,192.0
hd 3870 mac edition,2009.951171875,320.0,72.06,1250.0,106.0,666.0,55.0,192.0
hd 3870 x2,2009.90625,320.0,57.66,1250.0,165.0,666.0,55.0,192.0
hd 4350,2009.861328125,80.0,6.4,1250.0,20.0,242.0,55.0,73.0
hd 4350 agp,2009.81640625,80.0,10.4,1250.0,20.0,242.0,55.0,73.0
hd 4350 pci,2009.771484375,80.0,6.4,1250.0,20.0,242.0,55.0,73.0
hd 4350 pcie x1,2009.7265625,80.0,6.4,1250.0,20.0,242.0,55.0,73.0
hd 4550,2009.681640625,80.0,10.48,1250.0,25.0,242.0,55.0,73.0
hd 4570,2009.63671875,80.0,8.0,1250.0,25.0,242.0,55.0,73.0
hd 4650,2009.591796875,320.0,22.4,1250.0,48.0,514.0,55.0,146.0
hd 4650 agp,2009.546875,320.0,12.8,1250.0,48.0,514.0,55.0,146.0
hd 4670,2009.501953125,320.0,32.0,1250.0,59.0,514.0,55.0,146.0
hd 4670 x2,2009.45703125,320.0,22.4,1250.0,118.0,514.0,55.0,146.0
hd 4710,2009.412109375,320.0,25.6,1250.0,59.0,514.0,55.0,146.0
hd 4730 oem,2009.3671875,320.0,25.34,1250.0,110.0,666.0,55.0,192.0
hd 4830,2009.322265625,640.0,57.6,1250.0,95.0,956.0,55.0,256.0
hd 4850,2009.27734375,800.0,63.55,1250.0,110.0,956.0,55.0,256.0
hd 4850 x2,2009.232421875,800.0,63.68,1250.0,250.0,956.0,55.0,256.0
hd 4870,2009.1875,800.0,115.2,1250.0,150.0,956.0,55.0,256.0
hd 4870 x2,2009.142578125,800.0,115.2,1250.0,286.0,956.0,55.0,256.0
x1050,2009.09765625,480.0,3.2,1250.0,24.0,120.0,110.0,156.0
xpress 2100 igp,2009.052734375,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
xbox 360 gpu 65nm,2009.0078125,240.0,22.4,1250.0,150.0,232.0,65.0,121.0
firepro 2450 multi view,2008.962890625,40.0,6.4,1250.0,32.0,181.0,55.0,67.0
firepro 2450 multi view pcie x1,2008.91796875,40.0,6.4,1250.0,32.0,181.0,55.0,67.0
firepro m5725,2008.873046875,320.0,25.6,1250.0,35.0,514.0,55.0,146.0
firepro m7740,2008.828125,640.0,54.14,1250.0,60.0,826.0,40.0,137.0
firepro v7750,2008.783203125,320.0,28.8,1250.0,76.0,514.0,55.0,146.0
mobility firegl v5725,2008.73828125,120.0,25.6,1250.0,50.0,378.0,55.0,135.0
mobility hd 4100 igp,2008.693359375,40.0,40.0,1250.0,50.0,181.0,55.0,67.0
mobility hd 4200 igp,2008.6484375,40.0,40.0,1250.0,50.0,181.0,55.0,67.0
mobility hd 4330,2008.603515625,80.0,9.6,1250.0,50.0,242.0,55.0,73.0
mobility hd 4350,2008.55859375,80.0,12.8,1250.0,50.0,242.0,55.0,73.0
mobility hd 4530,2008.513671875,80.0,11.2,1250.0,50.0,242.0,55.0,73.0
mobility hd 4570,2008.46875,80.0,12.8,1250.0,50.0,242.0,55.0,73.0
mobility hd 4650,2008.423828125,320.0,21.34,1250.0,35.0,514.0,55.0,146.0
mobility hd 4670,2008.37890625,320.0,25.6,1250.0,35.0,514.0,55.0,146.0
mobility hd 4670 mac edition,2008.333984375,320.0,25.28,1250.0,35.0,514.0,55.0,146.0
mobility hd 4830,2008.2890625,640.0,25.6,1250.0,50.0,826.0,40.0,137.0
mobility hd 4850,2008.244140625,800.0,54.4,1250.0,50.0,956.0,55.0,256.0
mobility hd 4850 mac edition,2008.19921875,800.0,54.4,1250.0,50.0,956.0,55.0,256.0
mobility hd 4850 x2,2008.154296875,800.0,89.6,1250.0,50.0,956.0,55.0,256.0
mobility hd 4860,2008.109375,640.0,64.0,1250.0,50.0,826.0,40.0,137.0
mobility hd 4870,2008.064453125,800.0,56.83,1250.0,50.0,956.0,55.0,256.0
mobility hd 4870 x2,2008.01953125,800.0,89.6,1250.0,50.0,956.0,55.0,256.0
3000 igp,2007.974609375,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
e4690 mxm,2007.9296875,320.0,22.4,1250.0,30.0,514.0,55.0,146.0
e4690 mxm,2007.884765625,320.0,22.4,1250.0,30.0,514.0,55.0,146.0
e4690 pcie,2007.83984375,320.0,22.4,1250.0,30.0,514.0,55.0,146.0
hd 3200 mobile igp,2007.794921875,40.0,40.0,1250.0,50.0,180.0,65.0,85.0
hd 3410,2007.75,40.0,6.336,1250.0,20.0,180.0,65.0,85.0
hd 3610,2007.705078125,120.0,12.67,1250.0,35.0,390.0,65.0,153.0
hd 4200 igp,2007.66015625,40.0,40.0,1250.0,50.0,181.0,55.0,67.0
hd 4250,2007.615234375,40.0,6.336,1250.0,25.0,181.0,55.0,67.0
hd 4520,2007.5703125,80.0,6.4,1250.0,25.0,242.0,55.0,73.0
hd 4570 rebrand,2007.525390625,120.0,12.67,1250.0,65.0,378.0,55.0,135.0
hd 4670 agp,2007.48046875,320.0,25.6,1250.0,59.0,514.0,55.0,146.0
hd 4730,2007.435546875,640.0,57.6,1250.0,110.0,956.0,55.0,256.0
hd 4750,2007.390625,640.0,51.2,1250.0,100.0,826.0,40.0,137.0
hd 4770,2007.345703125,640.0,51.2,1250.0,80.0,826.0,40.0,137.0
hd 4810,2007.30078125,640.0,57.6,1250.0,95.0,956.0,55.0,256.0
hd 4860,2007.255859375,640.0,96.0,1250.0,130.0,959.0,55.0,282.0
hd 4870 mac edition,2007.2109375,800.0,108.8,1250.0,150.0,956.0,55.0,256.0
hd 4890,2007.166015625,800.0,124.8,1250.0,190.0,959.0,55.0,282.0
hd 5750,2007.12109375,720.0,73.6,1250.0,86.0,1.0,40.0,166.0
hd 5770,2007.076171875,800.0,76.8,1250.0,108.0,1.0,40.0,166.0
hd 5850,2007.03125,1440.0,128.0,1250.0,151.0,2.0,40.0,334.0
hd 5870,2006.986328125,1600.0,153.6,1250.0,188.0,2.0,40.0,334.0
hd 5970,2006.94140625,1600.0,128.0,1250.0,294.0,2.0,40.0,334.0
